類別	代碼	名稱	法人進出	"人壽金控
進出"	"400張以上
增減"	"千張以上
增減"	"內部大戶
增減"	"400張以上
增減占比"	"千張以上
增減占比"	"內部大戶
增減占比"	"內部大戶
買賣超"	外資	投信	"內部大戶
半年內持股"	股價	股價漲幅
觀光	2712	遠雄來	0.0	0.0	-15.0	-10	-10	-0.01%	-0.01%	-0.01%	連三週賣超			創新低	49.5	-2.75%
櫃貿易	8433	弘帆	4.0	0.0	-3.0	-5	-5	-0.01%	-0.01%	-0.01%	買轉賣	賣轉買			44.5	0.68%
航運	2617	台航	0.0	0.0	-486.0	-41	-42	-0.12%	-0.01%	-0.01%	連三週賣超	買轉賣			16.0	-3.61%
通信網路	8101	華冠	0.0	0.0	421.0	-20	-21	0.20%	-0.01%	-0.01%	買轉賣			創新低	4.06	1.50%
其它電子	3043	科風	0.0	0.0	-1459.0	-19	-20	-0.75%	-0.01%	-0.01%	連二週賣超			創新低	1.95	30.00%
櫃電器	4609	唐鋒	0.0	0.0	-27.0	-4	-5	-0.06%	-0.01%	-0.01%	連二週賣超				8.35	-3.69%
其他	9907	統一實	-167.0	0.0	476.0	-315	-165	0.03%	-0.02%	-0.01%	連三週賣超	買轉賣		創新低	8.88	-4.21%
生技醫療	6666	羅麗芬-KY	8.0	0.0	0.0	0	-5	0.00%	0.00%	-0.01%	買轉賣	賣轉買			126.5	0.40%
紡織	4426	利勤	24.0	0.0	383.0	0	-17	0.24%	0.00%	-0.01%	連二週賣超	賣轉買		創新低	32.0	-9.86%
櫃資服	8416	實威	12.0	0.0	5.0	5	-3	0.02%	0.02%	-0.01%	買轉賣	連三週買超			121.5	-1.62%
通信網路	2450	神腦	37.0	0.0	-13.0	0	-28	-0.01%	0.00%	-0.01%	連二週賣超	連二週買超			29.7	-0.50%
其它電子	2433	互盛電	24.0	0.0	1.0	0	-16	0.00%	0.00%	-0.01%	連二週賣超	連二週買超			53.4	-1.66%
其他	5871	中租-KY	3873.0	0.0	2982.0	-531	-149	0.22%	-0.04%	-0.01%	買轉賣	連三週買超	買轉賣		124.0	0.40%
塑膠	1303	南亞	8658.0	-508.0	7231.0	7137	-919	0.09%	0.09%	-0.01%	連三週賣超	連二週買超	連二週賣超		65.3	0.00%
櫃其他	5530	龍巖	-3.0	0.0	-52.0	0	-49	-0.01%	0.00%	-0.01%	連二週賣超	連三週賣超			57.7	-0.86%
其他	8488	吉源-KY	-17.0	0.0	-17.0	-20	-8	-0.03%	-0.03%	-0.01%	連三週賣超	買轉賣			13.8	-1.78%
其他	6184	大豐電	27.0	0.0	4.0	0	-19	0.00%	0.00%	-0.01%	連二週賣超	連二週買超		創新低	42.8	-0.35%
櫃光電	5230	雷笛克光學	-5.0	0.0	8.0	-9	-6	0.02%	-0.02%	-0.01%	買轉賣	買轉賣			22.35	-0.89%
貿易百貨	2901	欣欣	13.0	0.0	-97.0	0	-9	-0.13%	0.00%	-0.01%	連二週賣超	連二週買超			23.7	1.94%
航運	8367	建新國際	14.0	0.0	252.0	0	-10	0.31%	0.00%	-0.01%	連三週賣超	連二週買超		創新低	25.0	-2.53%
櫃他電	3498	陽程	11.0	0.0	-12.0	0	-8	-0.02%	0.00%	-0.01%	連二週賣超	連二週買超			29.15	23.00%
櫃半導	3265	台星科	24.0	0.0	-508.0	0	-17	-0.37%	0.00%	-0.01%	連二週賣超	連二週買超			23.55	-3.68%
營建	1438	裕豐	5.0	0.0	-10.0	-10	-13	-0.01%	-0.01%	-0.01%	買轉賣	連三週買超			12.2	-0.41%
紡織	1470	大統新創	5.0	0.0	-103.0	-8	-11	-0.12%	-0.01%	-0.01%	買轉賣	連二週買超			18.7	-1.84%
鋼鐵	2032	新鋼	23.0	0.0	0.0	0	-17	0.00%	0.00%	-0.01%	買轉賣	連二週買超			8.45	0.60%
櫃電商	5278	尚凡	3.0	0.0	0.0	0	-2	0.00%	0.00%	-0.01%	連三週賣超	連三週買超			130.5	-1.51%
櫃其他	4529	淳紳	15.0	0.0	-457.0	0	-11	-0.55%	0.00%	-0.01%	買轉賣	賣轉買			10.1	14.51%
半導體	2388	威盛	22.0	0.0	30.0	-49	-66	0.01%	-0.01%	-0.01%	連二週賣超	連二週買超	連三週賣超		27.6	-7.85%
櫃農科	6578	達邦蛋白	6.0	0.0	-432.0	0	-4	-1.47%	0.00%	-0.01%	買轉賣	賣轉買			20.05	-5.87%
汽車	1525	江申	14.0	0.0	0.0	0	-10	0.00%	0.00%	-0.01%	連二週賣超	連二週買超			48.2	-3.31%
櫃電零	8109	博大	22.0	0.0	5.0	0	-10	0.01%	0.00%	-0.01%	買轉賣	連三週賣超	連二週買超		71.7	-2.05%
光電	2486	一詮	92.0	0.0	1148.0	40	-29	0.57%	0.02%	-0.01%	買轉賣	連二週買超			7.19	-4.77%
營建	2923	鼎固-KY	281.0	0.0	73.0	0	-255	0.00%	0.00%	-0.01%	買轉賣	連三週買超			25.05	-0.40%
食品	1234	黑松	25.0	0.0	-23.0	-40	-59	-0.01%	-0.01%	-0.01%	連三週賣超	連二週買超			32.25	-2.12%
櫃光電	3441	聯一光	9.0	0.0	-12.0	0	-6	-0.03%	0.00%	-0.01%	連二週賣超	連二週買超			25.95	-2.81%
其他	6504	南六	-1283.0	0.0	-770.0	14	-11	-1.06%	0.02%	-0.02%	買轉賣	買轉賣	買轉賣		277.0	0.00%
電子零組件	3308	聯德	20.0	0.0	0.0	0	-15	0.00%	0.00%	-0.02%	連二週賣超	連二週買超		創新低	5.29	-2.94%
電子零組件	3501	維熹	25.0	0.0	-16.0	0	-18	-0.01%	0.00%	-0.02%	連二週賣超	連二週買超			45.4	-2.05%
鋼鐵	2009	第一銅	71.0	0.0	399.0	0	-55	0.11%	0.00%	-0.02%	連二週賣超	連二週買超			7.34	-2.00%
櫃電腦	3213	茂訊	13.0	0.0	-557.0	0	-9	-0.95%	0.00%	-0.02%	連二週賣超	連二週買超			49.85	-1.68%
食品	1232	大統益	35.0	0.0	-1.0	0	-25	-0.00%	0.00%	-0.02%	連三週賣超	連二週買超			122.0	-0.41%
櫃觀光	4804	大略-KY	5.0	0.0	12.0	-4	-7	0.03%	-0.01%	-0.02%	連二週賣超	連二週買超		創新低	9.45	-8.25%
其它電子	6201	亞弘電	19.0	0.0	0.0	0	-14	0.00%	0.00%	-0.02%	連二週賣超	連二週買超			34.0	-1.73%
櫃光電	6246	臺龍	7.0	0.0	0.0	0	-5	0.00%	0.00%	-0.02%				創新低	9.5	29.25%
電子零組件	2429	銘旺科	-21.0	0.0	-23.0	-22	-6	-0.06%	-0.06%	-0.02%	連三週賣超	連三週賣超		創新低	20.5	-4.43%
櫃貿易	8066	來思達	8.0	0.0	0.0	0	-5	0.00%	0.00%	-0.02%	買轉賣	連三週買超			66.2	-3.36%
營建	5521	工信	2079.0	0.0	-1300.0	1566	-75	-0.29%	0.35%	-0.02%	連二週賣超	連三週買超			8.99	-3.12%
櫃生技	4183	福永生技	6.0	0.0	0.0	0	-4	0.00%	0.00%	-0.02%					18.8	2.17%
油電燃氣	9937	全國	73.0	0.0	11.0	0	-55	0.00%	0.00%	-0.02%	連二週賣超	連二週買超			44.6	0.11%
櫃生技	1565	精華	-571.0	-39.0	-360.0	-347	-9	-0.71%	-0.69%	-0.02%	連三週賣超	買轉賣	買轉賣	創新低	349.5	-7.05%
櫃電零	6207	雷科	21.0	0.0	12.0	0	-15	0.01%	0.00%	-0.02%	買轉賣	賣轉買			23.4	-2.30%
櫃其他	8933	愛地雅	55.0	0.0	-676.0	0	-42	-0.29%	0.00%	-0.02%	買轉賣	賣轉買		創新低	9.36	7.22%
電機	4555	氣立	-87.0	0.0	-76.0	-80	-12	-0.11%	-0.12%	-0.02%	買轉賣	賣轉買			50.6	-9.16%
櫃通信	6143	振曜	21.0	0.0	10.0	0	-15	0.01%	0.00%	-0.02%	買轉賣	賣轉買			38.1	-0.52%
營建	2542	興富發	945.0	0.0	668.0	583	-211	0.06%	0.05%	-0.02%	買轉賣	連二週買超	連二週賣超		43.6	-7.72%
通信網路	6136	富爾特	28.0	0.0	-26.0	0	-21	-0.02%	0.00%	-0.02%	連二週賣超	連二週買超		創新低	18.85	-0.79%
櫃他電	3541	西柏	-9.0	0.0	-16.0	-9	-9	-0.03%	-0.02%	-0.02%	連二週賣超	連三週賣超			78.0	-0.89%
櫃電腦	6577	勁豐	11.0	0.0	0.0	0	-7	0.00%	0.00%	-0.02%	連二週賣超	連三週買超			77.6	-3.36%
櫃貿易	2916	滿心	-1.0	0.0	-441.0	-10	-10	-0.81%	-0.02%	-0.02%				創新低	16.9	1.81%
其他	8442	威宏-KY	3.0	0.0	-9.0	0	-11	-0.01%	0.00%	-0.02%	連二週賣超	連二週買超			40.7	0.49%
鋼鐵	2022	聚亨	-185.0	0.0	-805.0	-239	-92	-0.17%	-0.05%	-0.02%	買轉賣	連二週買超			4.08	-1.92%
航運	2609	陽明	1023.0	0.0	1723.0	520	-502	0.07%	0.02%	-0.02%	買轉賣	連二週買超			6.42	-6.28%
紡織	1419	新紡	77.0	0.0	0.0	0	-58	0.00%	0.00%	-0.02%	連二週賣超	連二週買超		創新低	40.9	-1.92%
櫃半導	6129	普誠	23.0	0.0	-93.0	-18	-35	-0.05%	-0.01%	-0.02%	買轉賣	賣轉買			5.84	-3.63%
食品	1203	味王	63.0	0.0	-812.0	0	-47	-0.34%	0.00%	-0.02%	買轉賣	連二週買超			28.5	-0.18%
櫃通信	6417	韋僑	0.0	0.0	-7.0	-7	-7	-0.02%	-0.02%	-0.02%	連三週賣超				54.5	0.37%
營建	2524	京城	100.0	0.0	419.0	0	-76	0.11%	0.00%	-0.02%	買轉賣	連二週買超			32.0	-0.31%
櫃生技	4163	鐿鈦	12.0	0.0	0.0	0	-8	0.00%	0.00%	-0.02%	連二週賣超	連二週買超			125.5	-4.92%
油電燃氣	9908	大台北	134.0	0.0	-386.0	0	-104	-0.07%	0.00%	-0.02%	買轉賣				30.4	-0.16%
櫃貿易	5903	全家	-45.0	0.0	-74.0	-66	-45	-0.03%	-0.03%	-0.02%	連二週賣超	買轉賣			238.5	-2.85%
其他	9934	成霖	-732.0	0.0	-40.0	-642	-72	-0.01%	-0.18%	-0.02%	買轉賣	買轉賣	賣轉買		13.35	0.75%
櫃文創	3064	泰偉	0.0	0.0	52.0	-16	-17	0.06%	-0.02%	-0.02%	買轉賣				16.7	-4.02%
紡織	1423	利華	0.0	0.0	38.0	-27	-28	0.03%	-0.02%	-0.02%	連二週賣超				10.6	-0.93%
其他	2904	匯僑	20.0	0.0	0.0	0	-14	0.00%	0.00%	-0.02%	連二週賣超	連二週買超			24.55	-0.20%
電器電纜	1618	合機	65.0	0.0	-387.0	0	-49	-0.16%	0.00%	-0.02%	連二週賣超	連二週買超			8.16	-2.04%
航運	2636	台驊投控	285.0	0.0	-337.0	187	-24	-0.29%	0.16%	-0.02%	買轉賣	賣轉買	賣轉買		26.35	0.57%
其他	2514	龍邦	210.0	0.0	184.0	80	-83	0.05%	0.02%	-0.02%	買轉賣	連二週買超			13.95	-2.79%
櫃營建	5523	豐謙	2.0	0.0	-40.0	-31	-32	-0.03%	-0.02%	-0.02%	買轉賣	賣轉買			11.1	3.74%
櫃食品	1264	德麥	0.0	0.0	-7.0	0	-7	-0.02%	0.00%	-0.02%	連二週賣超				226.0	-1.31%
櫃電腦	3693	營邦	12.0	0.0	0.0	0	-8	0.00%	0.00%	-0.02%	連三週賣超	買轉賣			74.0	-10.84%
櫃半導	3122	笙泉	11.0	0.0	0.0	0	-8	0.00%	0.00%	-0.02%	連二週賣超				10.85	1.40%
櫃電機	1570	力肯	15.0	0.0	11.0	0	-11	0.02%	0.00%	-0.02%	買轉賣	連三週買超			13.9	0.36%
鋼鐵	2002	中鋼	8134.0	0.0	8256.0	4720	-3413	0.05%	0.03%	-0.02%	連三週賣超	連二週買超	連三週賣超		20.65	-1.67%
櫃資服	6590	普鴻	6.0	0.0	-38.0	0	-4	-0.21%	0.00%	-0.02%	買轉賣	連二週賣超			50.1	-15.80%
櫃電腦	3088	艾訊	26.0	0.0	0.0	-8	-18	0.00%	-0.01%	-0.02%	買轉賣	連三週賣超			55.8	-1.93%
電子零組件	2431	聯昌	-25.0	0.0	121.0	-44	-25	0.11%	-0.04%	-0.02%	買轉賣	連三週賣超			8.2	-5.75%
電腦週邊	2305	全友	62.0	0.0	-4.0	0	-47	-0.00%	0.00%	-0.02%	連二週賣超	連二週買超			5.81	5.25%
電子零組件	2428	興勤	126.0	0.0	59.0	-64	-30	0.05%	-0.05%	-0.02%	買轉賣	連二週買超			88.6	-2.53%
塑膠	1337	再生-KY	151.0	0.0	751.0	53	-63	0.28%	0.02%	-0.02%	連二週賣超	連二週買超			4.9	-8.07%
貿易百貨	2905	三商	1955.0	0.0	1318.0	1405	-194	0.16%	0.17%	-0.02%	連二週賣超	連三週買超	買轉賣		24.35	4.51%
食品	1219	福壽	56.0	0.0	321.0	-32	-76	0.10%	-0.01%	-0.02%	連二週賣超	連二週買超			19.9	2.58%
櫃半導	3438	類比科	123.0	0.0	74.0	74	-16	0.11%	0.11%	-0.02%	連二週賣超	連二週買超			31.45	-8.18%
紡織	1472	三洋紡	15.0	0.0	-510.0	0	-11	-1.11%	0.00%	-0.02%	買轉賣	連三週買超			14.25	5.17%
櫃其他	4950	牧東	15.0	0.0	-468.0	0	-11	-1.02%	0.00%	-0.02%					7.16	39.03%
電器電纜	1609	大亞	549.0	0.0	-250.0	297	-144	-0.04%	0.05%	-0.02%	買轉賣	連二週買超			10.25	-5.96%
紡織	1446	宏和	46.0	0.0	16.0	0	-34	0.01%	0.00%	-0.02%	連二週賣超	連二週買超			28.2	-4.41%
其它電子	6139	亞翔	-282.0	0.0	-689.0	-270	-56	-0.31%	-0.12%	-0.02%	連二週賣超	買轉賣			26.95	-3.92%
櫃化工	4702	中美實	25.0	0.0	0.0	0	-18	0.00%	0.00%	-0.02%					9.95	-0.40%
櫃光電	8240	華宏	21.0	0.0	10.0	-10	-25	0.01%	-0.01%	-0.02%	連二週賣超	連二週買超			24.1	-5.30%
櫃他電	3642	駿熠電	-2.0	0.0	-50.0	-10	-9	-0.15%	-0.03%	-0.03%	連三週賣超				16.0	0.95%
電子通路	3028	增你強	75.0	0.0	-4.0	0	-56	-0.00%	0.00%	-0.03%	連三週賣超	連二週買超			19.25	-1.28%
半導體	2441	超豐	-1043.0	0.0	-84.0	-967	-153	-0.01%	-0.17%	-0.03%	連二週賣超	連三週賣超	連二週賣超		45.25	-2.06%
櫃通信	6486	互動	-16.0	0.0	-22.0	0	-10	-0.06%	0.00%	-0.03%	買轉賣	買轉賣			73.6	-2.90%
其他	9925	新保	36.0	0.0	-147.0	-76	-104	-0.04%	-0.02%	-0.03%	連三週賣超	賣轉買		創新低	36.9	0.27%
航運	2633	台灣高鐵	7723.0	0.0	-184.0	6191	-1532	-0.00%	0.11%	-0.03%	連三週賣超	賣轉買	買轉賣	創新低	37.5	-2.98%
其他	9927	泰銘	77.0	0.0	-14.0	0	-57	-0.01%	0.00%	-0.03%	連二週賣超	連二週買超			29.8	-1.00%
化學	1773	勝一	30.0	0.0	-20.0	0	-41	-0.01%	0.00%	-0.03%	連三週賣超	連三週買超		創新低	97.7	-0.10%
櫃電商	8477	創業家	11.0	0.0	442.0	0	-7	1.77%	0.00%	-0.03%	連三週賣超	連三週買超			43.7	-9.90%
電子零組件	2457	飛宏	-614.0	0.0	-110.0	-574	-95	-0.03%	-0.17%	-0.03%	買轉賣	連三週賣超			7.8	0.39%
其他	3557	嘉威	81.0	0.0	-144.0	36	-21	-0.20%	0.05%	-0.03%	買轉賣	賣轉買			81.1	-4.02%
櫃電零	5439	高技	-1.0	0.0	-495.0	-25	-25	-0.58%	-0.03%	-0.03%	買轉賣	連三週買超	買轉賣		49.75	-3.96%
電子零組件	3376	新日興	-578.0	0.0	-449.0	-1235	-53	-0.25%	-0.68%	-0.03%	買轉賣	連三週賣超	買轉賣		138.5	-3.48%
其他	9905	大華	116.0	0.0	-1.0	0	-89	-0.00%	0.00%	-0.03%	連二週賣超	連二週買超			21.55	-1.37%
鋼鐵	2023	燁輝	1418.0	0.0	212.0	765	-562	0.01%	0.04%	-0.03%	買轉賣	賣轉買			8.55	-0.93%
紡織	1468	昶和	0.0	0.0	-51.0	-48	-48	-0.03%	-0.03%	-0.03%					14.35	45.39%
櫃鋼鐵	2035	唐榮	0.0	0.0	-75.0	-104	-105	-0.02%	-0.03%	-0.03%	買轉賣				39.15	0.38%
電子零組件	3296	勝德	40.0	0.0	6.0	0	-30	0.01%	0.00%	-0.03%	買轉賣	連二週買超			13.0	-0.76%
觀光	2704	國賓	863.0	0.0	738.0	550	-113	0.20%	0.15%	-0.03%	買轉賣	賣轉買			28.25	-3.75%
化學	1722	台肥	2525.0	0.0	3766.0	1763	-303	0.38%	0.18%	-0.03%	連二週賣超	賣轉買	賣轉買		48.55	-2.31%
電子零組件	4545	銘鈺	-9.0	0.0	12.0	-30	-24	0.02%	-0.04%	-0.03%	連二週賣超	買轉賣			28.6	1.06%
櫃資服	6516	勤崴國際	1.0	0.0	-11.0	-10	-11	-0.03%	-0.03%	-0.03%	連二週賣超				81.5	-2.40%
營建	1436	華友聯	41.0	0.0	0.0	0	-30	0.00%	0.00%	-0.03%	連三週賣超	連二週買超			37.5	-0.53%
櫃觀光	2726	雅茗-KY	-30.0	0.0	-33.0	-17	-11	-0.09%	-0.05%	-0.03%	買轉賣	連三週賣超			62.0	-4.02%
櫃電機	6122	擎邦	30.0	0.0	-42.0	0	-22	-0.06%	0.00%	-0.03%	買轉賣	連二週買超			13.6	-3.89%
其他	8467	波力-KY	1.0	0.0	-16.0	0	-16	-0.03%	0.00%	-0.03%	連三週賣超			創新低	51.4	-4.81%
其它電子	6409	旭隼	63.0	0.0	-12.0	33	-27	-0.01%	0.04%	-0.03%	連二週賣超	連三週買超		創新低	850.0	6.92%
櫃電零	4974	亞泰	30.0	0.0	-3.0	0	-24	-0.00%	0.00%	-0.03%	買轉賣	連二週買超			53.1	-4.67%
櫃光電	5245	智晶	-114.0	0.0	-220.0	-98	-15	-0.49%	-0.22%	-0.03%	買轉賣	連二週賣超			42.55	3.78%
櫃電零	5355	佳總	32.0	0.0	373.0	-33	-57	0.22%	-0.02%	-0.03%	買轉賣	賣轉買			4.19	-2.33%
光電	3591	艾笛森	24.0	0.0	-27.0	-25	-43	-0.02%	-0.02%	-0.03%	買轉賣	連二週買超			10.85	-7.26%
櫃文創	8489	三貝德	19.0	0.0	0.0	0	-13	0.00%	0.00%	-0.03%	買轉賣	賣轉買			60.6	-7.06%
塑膠	1313	聯成	677.0	0.0	928.0	133	-460	0.07%	0.01%	-0.03%	買轉賣	賣轉買			9.57	-2.35%
其它電子	3617	碩天	122.0	0.0	58.0	0	-28	0.07%	0.00%	-0.03%	連三週賣超	連三週買超		創新低	81.4	-2.05%
櫃其他	2640	大車隊	27.0	0.0	0.0	0	-19	0.00%	0.00%	-0.04%	連二週賣超	連三週買超			80.3	1.90%
電器電纜	1615	大山	25.0	0.0	-139.0	-22	-40	-0.12%	-0.02%	-0.04%	買轉賣	連二週買超			22.95	-0.65%
光電	2340	光磊	-2817.0	-27.0	-4352.0	-2347	-136	-1.15%	-0.62%	-0.04%	連三週賣超	買轉賣			20.95	-5.20%
造紙	1906	寶隆	73.0	0.0	65.0	0	-55	0.04%	0.00%	-0.04%	買轉賣	連二週買超			12.05	-3.21%
造紙	1903	士紙	127.0	0.0	861.0	0	-95	0.33%	0.00%	-0.04%	連三週賣超	連二週買超			46.2	5.72%
櫃他電	6187	萬潤	54.0	0.0	-15.0	8	-31	-0.02%	0.01%	-0.04%	連二週賣超	連二週買超			40.95	-7.25%
電器電纜	1626	艾美特-KY	69.0	0.0	700.0	0	-51	0.51%	0.00%	-0.04%	連二週賣超	連二週買超			28.35	4.81%
生技醫療	4737	華廣	-27.0	0.0	-43.0	0	-23	-0.07%	0.00%	-0.04%	連三週賣超	連三週賣超			66.7	-1.91%
通信網路	3045	台灣大	-404.0	271.0	-1446.0	350	-1313	-0.04%	0.01%	-0.04%	連二週賣超	連三週賣超	連二週賣超		107.5	0.00%
電腦週邊	3046	建碁	37.0	0.0	0.0	0	-27	0.00%	0.00%	-0.04%	連二週賣超	連二週買超			14.4	-0.69%
櫃貿易	9960	邁達康	1.0	0.0	-25.0	-13	-13	-0.07%	-0.04%	-0.04%	買轉賣				27.0	-1.10%
半導體	2351	順德	-340.0	0.0	-323.0	-382	-71	-0.18%	-0.21%	-0.04%	連二週賣超	連三週賣超	買轉賣	創新低	49.55	-6.33%
櫃生技	6662	樂斯科	14.0	0.0	0.0	0	-10	0.00%	0.00%	-0.04%	買轉賣				39.6	-6.82%
資訊服務	2427	三商電	74.0	0.0	830.0	-18	-74	0.45%	-0.01%	-0.04%	連二週賣超	連二週買超			10.1	-2.42%
櫃鋼鐵	5016	松和	28.0	0.0	0.0	0	-20	0.00%	0.00%	-0.04%					28.75	-0.17%
櫃紡織	4433	興采	26.0	0.0	-424.0	0	-19	-0.91%	0.00%	-0.04%	連二週賣超	連二週買超		創新低	31.25	-6.86%
櫃文創	5263	智崴	3.0	0.0	-21.0	0	-23	-0.04%	0.00%	-0.04%	連三週賣超	連三週買超			112.5	-8.91%
櫃電零	6126	信音	-585.0	0.0	-349.0	-494	-53	-0.28%	-0.39%	-0.04%	連二週賣超	連二週賣超			15.9	-3.64%
櫃食品	4205	中華食	7.0	0.0	-30.0	-32	-34	-0.04%	-0.04%	-0.04%	連三週賣超				89.0	-1.44%
觀光	2706	第一店	-48.0	0.0	-232.0	-249	-211	-0.05%	-0.05%	-0.04%	連二週賣超	買轉賣			13.45	-3.58%
鋼鐵	2006	東和鋼鐵	1228.0	0.0	2221.0	602	-425	0.22%	0.06%	-0.04%	買轉賣	買轉賣	賣轉買		22.35	-8.02%
水泥	1101	台泥	6516.0	-1999.0	3273.0	2186	-2331	0.06%	0.04%	-0.04%	連三週賣超	連二週買超	買轉賣		42.9	-1.72%
塑膠	4306	炎洲	379.0	0.0	-350.0	57	-246	-0.06%	0.01%	-0.04%	買轉賣	連二週買超			10.7	-3.17%
電子通路	3033	威健	-172.0	0.0	-719.0	-294	-160	-0.20%	-0.08%	-0.04%	連二週賣超	買轉賣		創新低	15.25	-2.87%
櫃電零	3313	斐成	-20.0	0.0	-165.0	-59	-43	-0.17%	-0.06%	-0.04%					14.55	1.04%
櫃資服	6221	晉泰	22.0	0.0	-422.0	-4	-20	-0.93%	-0.01%	-0.04%	連三週賣超	連三週買超			60.8	-11.63%
櫃生技	1784	訊聯	31.0	0.0	883.0	0	-22	1.78%	0.00%	-0.04%	買轉賣	賣轉買			36.3	-4.97%
櫃電腦	3323	加百裕	28.0	0.0	-22.0	-16	-37	-0.03%	-0.02%	-0.04%	買轉賣	賣轉買			30.9	-9.12%
半導體	5285	界霖	-82.0	0.0	-103.0	-112	-42	-0.11%	-0.12%	-0.04%	連二週賣超	連三週賣超		創新低	44.45	-2.95%
櫃生技	4154	康樂-KY	23.0	0.0	-28.0	4	-11	-0.12%	0.02%	-0.05%	連三週賣超	賣轉買			30.95	-5.21%
電器電纜	1614	三洋電	59.0	0.0	86.0	-80	-124	0.03%	-0.03%	-0.05%	連三週賣超	連二週買超			31.1	-1.27%
櫃營建	5512	力麒	240.0	0.0	-746.0	-148	-345	-0.10%	-0.02%	-0.05%	連二週賣超	賣轉買			9.69	-0.10%
櫃資服	3570	大塚	-3.0	0.0	-11.0	-6	-8	-0.06%	-0.04%	-0.05%	連三週賣超				97.5	-2.99%
其他	6641	基士德-KY	7.0	0.0	-12.0	-13	-16	-0.04%	-0.04%	-0.05%	買轉賣	賣轉買			66.0	-0.45%
櫃航運	5604	中連貨	-33.0	0.0	-118.0	-76	-52	-0.11%	-0.07%	-0.05%	買轉賣	連三週賣超			69.5	15.64%
鋼鐵	2034	允強	42.0	2.0	249.0	-162	-197	0.06%	-0.04%	-0.05%	買轉賣	連二週買超			24.55	-0.41%
電腦週邊	6128	上福	84.0	0.0	-10.0	0	-62	-0.01%	0.00%	-0.05%	連三週賣超	連三週買超		創新低	29.35	-1.18%
電子通路	8072	陞泰	11.0	0.0	364.0	-31	-39	0.46%	-0.04%	-0.05%	連二週賣超	連二週買超			26.9	23.39%
營建	5546	永固-KY	-62.0	0.0	-83.0	0	-38	-0.11%	0.00%	-0.05%	買轉賣	連二週賣超			62.1	-2.51%
櫃鋼鐵	5009	榮剛	237.0	0.0	-316.0	-46	-233	-0.07%	-0.01%	-0.05%	連三週賣超	連二週買超			16.3	-4.40%
電子零組件	6115	鎰勝	26.0	0.0	-84.0	-75	-94	-0.04%	-0.04%	-0.05%	連二週賣超	賣轉買		創新低	43.9	-0.68%
電腦週邊	2399	映泰	142.0	0.0	133.0	17	-90	0.07%	0.01%	-0.05%	買轉賣	賣轉買			9.5	-5.94%
櫃通路	3360	尚立	48.0	0.0	-46.0	0	-35	-0.07%	0.00%	-0.05%	連三週賣超	連二週買超		創新低	15.55	-8.80%
生技醫療	4164	承業醫	181.0	-4.0	638.0	56	-73	0.45%	0.04%	-0.05%	連二週賣超	連三週買超		創新低	39.6	1.02%
營建	5525	順天	8.0	0.0	-134.0	-122	-129	-0.05%	-0.05%	-0.05%	買轉賣	賣轉買			20.7	-0.48%
玻璃	1802	台玻	-2531.0	0.0	-5877.0	-4071	-1540	-0.20%	-0.14%	-0.05%	連三週賣超	買轉賣			9.84	-4.47%
汽車	1524	耿鼎	58.0	0.0	-64.0	-53	-98	-0.04%	-0.03%	-0.05%	買轉賣	賣轉買			8.87	-1.00%
電機	4540	全球傳動	103.0	0.0	21.0	-792	-53	0.02%	-0.82%	-0.05%	連三週賣超	賣轉買			58.0	1.75%
觀光	2702	華園	53.0	0.0	58.0	-22	-61	0.05%	-0.02%	-0.06%	連三週賣超	連二週買超			17.9	-10.05%
營建	5522	遠雄	-1048.0	0.0	-232.0	-1290	-447	-0.03%	-0.16%	-0.06%	連二週賣超	連三週賣超			44.15	-2.54%
電腦週邊	3013	晟銘電	94.0	0.0	-322.0	-15	-87	-0.21%	-0.01%	-0.06%	連三週賣超	連三週買超			12.45	-4.23%
電腦週邊	3002	歐格	22.0	0.0	87.0	-40	-57	0.09%	-0.04%	-0.06%	連三週賣超	連二週買超			10.7	1.90%
電機	4560	強信-KY	-184.0	0.0	-335.0	-210	-38	-0.49%	-0.31%	-0.06%	連三週賣超	連二週賣超			48.45	-1.22%
玻璃	1810	和成	171.0	0.0	-17.0	-73	-207	-0.00%	-0.02%	-0.06%	買轉賣	連二週買超			7.23	-2.30%
電機	1504	東元	-504.0	0.0	-757.0	-1574	-1105	-0.04%	-0.08%	-0.06%	買轉賣	連三週賣超	連三週賣超		27.1	-3.56%
觀光	8940	新天地	-11.0	0.0	-47.0	-47	-38	-0.07%	-0.07%	-0.06%	連三週賣超	買轉賣			11.7	-10.00%
鋼鐵	2031	新光鋼	192.0	0.0	1518.0	-31	-178	0.49%	-0.01%	-0.06%	買轉賣	賣轉買			25.5	-0.78%
電子零組件	4989	榮科	117.0	0.0	459.0	0	-88	0.30%	0.00%	-0.06%	連二週賣超	連二週買超			19.1	-3.78%
光電	3031	佰鴻	144.0	0.0	-277.0	0	-109	-0.15%	0.00%	-0.06%	買轉賣	賣轉買			14.45	-4.62%
電機	1528	恩德	156.0	0.0	-168.0	0	-119	-0.08%	0.00%	-0.06%	連二週賣超	連二週買超			7.58	-4.77%
電腦週邊	2364	倫飛	0.0	0.0	297.0	-117	-117	0.15%	-0.06%	-0.06%	買轉賣				2.01	-0.99%
櫃通信	3632	研勤	33.0	0.0	53.0	-11	-35	0.09%	-0.02%	-0.06%	買轉賣	連二週買超		創新低	9.95	5.85%
